Player Name	Pos.	Birthdate	Birthplace	Province	Country	Start	End	GP	G	A	Pts	PIM	Yrs.	Lati	Longi
Manny Malhotra	C	05/18/1980	Mississauga	Ontario	Canada	1998	2013	864	108	170	278	421	14	43.588039	-79.64253
Jason Ward	R	01/16/1979	Mississauga	Ontario	Canada	1999	2009	336	36	45	81	171	8	43.588039	-79.64253
Tom Kostopoulos	R	01/24/1979	Mississauga	Ontario	Canada	2001	2013	630	61	96	157	723	11	43.588039	-79.64253
Jason Spezza	C	06/13/1983	Mississauga	Ontario	Canada	2002	2013	611	228	393	621	388	10	43.588039	-79.64253
Matthew Stajan	C	12/19/1983	Mississauga	Ontario	Canada	2002	2013	652	109	202	311	336	10	43.588039	-79.64253
Allan Rourke	D	03/06/1980	Mississauga	Ontario	Canada	2003	2008	55	1	4	5	31	4	43.588039	-79.64253
Brad Boyes	C	04/17/1982	Mississauga	Ontario	Canada	2003	2013	606	168	239	407	191	9	43.588039	-79.64253
Chris Campoli	D	07/09/1984	Mississauga	Ontario	Canada	2005	2012	440	35	111	146	200	7	43.588039	-79.64253
Shawn Matthias	C	02/19/1988	Mississauga	Ontario	Canada	2007	2013	253	39	42	81	95	6	43.588039	-79.64253
Matt Corrente	D	03/17/1988	Mississauga	Ontario	Canada	2009	2011	34	0	6	6	68	2	43.588039	-79.64253
Zac Rinaldo	L	06/15/1990	Mississauga	Ontario	Canada	2010	2013	98	5	9	14	317	3	43.588039	-79.64253
Michael Caruso	D	07/05/1988	Mississauga	Ontario	Canada	2012	2013	2	0	0	0	0	1	43.588039	-79.64253
Steve Pinizzotto	C	04/26/1984	Mississauga	Ontario	Canada	2012	2013	12	0	0	0	29	1	43.588039	-79.64253
Howie Morenz	C	06/21/1902	Mitchell	Ontario	Canada	1923	1937	550	270	197	467	531	14	43.46868	-81.196739
Danny Gloor	C	12/04/1952	Mitchell	Ontario	Canada	1973	1974	2	0	0	0	0	1	43.46868	-81.196739
Jonathan Cheechoo	R	07/15/1980	Moose Factory	Ontario	Canada	2002	2010	501	170	135	305	324	7	51.262579	-80.593008
Gordon Davidson	D	08/05/1918	Morley	Ontario	Canada	1942	1944	51	3	6	9	8	2	48.744769	-94.182363
Joe Miller	G	10/6/1900	Morrisburg	Ontario	Canada	1927	1930	115	0	0	0	0	3	44.898008	-75.183762
Mike Casselman	L	09/23/1968	Morrisburg	Ontario	Canada	1995	1996	3	0	0	0	0	1	44.897977	-75.183633
Gordon Reid	D		Mount Albert	Ontario	Canada	1936	1937	1	0	0	0	2	1	44.136239	-79.308256
Harold "Baldy" Cotton	L	11/05/1902	Nanticoke	Ontario	Canada	1925	1937	500	101	103	204	419	12	42.808853	-80.078809
Art Ross	D	1/13/1886	Naughton	Ontario	Canada	1917	1918	3	1	0	1	0	1	46.352925	-81.333644
Jamie Baker	C	08/31/1966	Nepean	Ontario	Canada	1989	1999	404	71	79	150	271	10	45.334697	-75.723096
Dan Ratushny	D	10/29/1970	Nepean	Ontario	Canada	1992	1993	1	0	1	1	2	1	45.334697	-75.723096
Jason York	D	05/20/1970	Nepean	Ontario	Canada	1992	2007	757	42	187	229	621	13	45.334697	-75.723096
Herbert "Hap" Hamel	R	06/08/1904	New Hamburg	Ontario	Canada	1930	1931	2	0	0	0	14	1	43.379427	-80.711017
Walter "Jeff" Kalbfleisch	D	12/18/1911	New Hamburg	Ontario	Canada	1933	1937	36	0	4	4	32	4	43.379427	-80.711017
Jack Dyte	D	10/13/1918	New Liskeard	Ontario	Canada	1943	1944	27	1	0	1	31	1	47.508572	-79.678789
Hal Cooper	R	08/29/1915	New Liskeard	Ontario	Canada	1944	1945	8	0	0	0	2	1	47.508572	-79.678789
Gus Mortson	D	01/24/1925	New Liskeard	Ontario	Canada	1946	1959	796	46	152	198	1380	13	47.508572	-79.678789
Rod Willard	F	05/01/1961	New Liskeard	Ontario	Canada	1982	1983	1	0	0	0	0	1	47.508572	-79.678789
Lonnie Loach	L	04/14/1968	New Liskeard	Ontario	Canada	1992	1994	56	10	13	23	29	2	47.508572	-79.678789
Marc Lamothe	G	02/27/1974	New Liskeard	Ontario	Canada	1999	2004	4	0	0	0	0	2	47.508572	-79.678789
Ed Sandford	L	08/20/1928	New Toronto	Ontario	Canada	1947	1956	503	106	145	251	355	9	43.600593	-79.505681
Chapman "Hobie" Kitchen		2/8/1904	Newmarket	Ontario	Canada	1925	1927	47	5	4	9	58	2	44.048554	-79.461635
Jim "Dutch" Cain	D	03/22/1899	Newmarket	Ontario	Canada	1924	1926	61	4	0	4	35	2	44.059072	-79.461206
Aubrey "Dit" Clapper	D	02/01/1907	Newmarket	Ontario	Canada	1927	1947	824	228	246	474	462	20	44.059072	-79.461206
Bill Thoms	C	03/05/1910	Newmarket	Ontario	Canada	1932	1945	548	135	206	341	172	13	44.059072	-79.461206
Herbert Cain	L	12/24/1913	Newmarket	Ontario	Canada	1933	1946	571	206	194	400	178	13	44.059072	-79.461206
Randy Legge	D	12/16/1945	Newmarket	Ontario	Canada	1972	1973	12	0	2	2	2	1	44.059072	-79.461206
Mike Kitchen	D	02/01/1956	Newmarket	Ontario	Canada	1976	1984	474	12	62	74	370	8	44.059072	-79.461206
Steve Downie	R	04/03/1987	Newmarket	Ontario	Canada	2007	2013	274	55	83	138	660	6	44.059072	-79.461206
Brian Elliott	G	04/09/1985	Newmarket	Ontario	Canada	2007	2013	204	0	1	1	0	6	44.059072	-79.461206
Bob Pulford	F	03/31/1936	Newton Robinson	Ontario	Canada	1956	1972	1079	281	362	643	792	16	44.126361	-79.685292
Orville "Obs" Heximer	L	02/16/1910	Niagara Falls	Ontario	Canada	1929	1935	85	13	7	20	16	3	43.089796	-79.088035
Frank Steele	R	03/19/1905	Niagara Falls	Ontario	Canada	1930	1931	1	0	0	0	0	1	43.089796	-79.088035
Max Kaminsky	C		Niagara Falls	Ontario	Canada	1933	1937	130	22	34	56	38	4	43.089796	-79.088035
Felix "Gus" Mancuso	R	04/01/1914	Niagara Falls	Ontario	Canada	1937	1943	42	7	9	16	23	4	43.089796	-79.088035
Johnny Mowers	G	10/29/1916	Niagara Falls	Ontario	Canada	1940	1947	152	0	1	1	2	4	43.089796	-79.088035
Nick Damore	G	07/10/1916	Niagara Falls	Ontario	Canada	1941	1942	1	0	0	0	0	1	43.089796	-79.088035
Hank D'Amore	C	07/17/1919	Niagara Falls	Ontario	Canada	1943	1944	4	1	0	1	2	1	43.089796	-79.088035
Bill Cupolo	R	01/08/1924	Niagara Falls	Ontario	Canada	1944	1945	47	11	13	24	10	1	43.089796	-79.088035
John Arbour	D	09/28/1945	Niagara Falls	Ontario	Canada	1965	1972	106	1	9	10	149	5	43.089796	-79.088035
Derek Sanderson	C	06/16/1946	Niagara Falls	Ontario	Canada	1965	1978	598	202	250	452	911	13	43.089796	-79.088035
Phil Roberto	R	01/01/1949	Niagara Falls	Ontario	Canada	1969	1977	385	75	106	181	464	8	43.089796	-79.088035
Rick Foley	D	09/22/1945	Niagara Falls	Ontario	Canada	1970	1974	67	11	26	37	180	3	43.089796	-79.088035
Terry O'Reilly	R	06/07/1951	Niagara Falls	Ontario	Canada	1971	1985	891	204	402	606	2095	14	43.089796	-79.088035
Don McLean	D	01/19/1954	Niagara Falls	Ontario	Canada	1975	1976	9	0	0	0	6	1	43.089796	-79.088035
Bob Manno	F	10/31/1956	Niagara Falls	Ontario	Canada	1976	1985	371	41	131	172	274	8	43.089796	-79.088035
Jim Bedard	G	11/17/1956	Niagara Falls	Ontario	Canada	1977	1979	73	0	2	2	10	2	43.089796	-79.088035
Nick Ricci	G	06/03/1959	Niagara Falls	Ontario	Canada	1979	1983	19	0	0	0	2	4	43.089796	-79.088035
Larry Landon	L	05/04/1958	Niagara Falls	Ontario	Canada	1983	1985	9	0	0	0	2	2	43.089796	-79.088035
Marty Dallman	C	02/05/1963	Niagara Falls	Ontario	Canada	1987	1989	6	0	1	1	0	2	43.089796	-79.088035
Frank Pietrangelo	G	12/17/1964	Niagara Falls	Ontario	Canada	1987	1994	141	0	3	3	36	7	43.089796	-79.088035
Jarrod Skalde	C	02/26/1971	Niagara Falls	Ontario	Canada	1990	2002	115	13	21	34	62	9	43.089796	-79.088035
Peter Fiorentino	D	12/22/1968	Niagara Falls	Ontario	Canada	1991	1992	1	0	0	0	0	1	43.089796	-79.088035
Kevin Dallman	D	02/26/1981	Niagara Falls	Ontario	Canada	2005	2008	154	8	23	31	45	3	43.089796	-79.088035
Mike Glumac	R	04/05/1980	Niagara Falls	Ontario	Canada	2005	2008	40	7	6	13	38	3	43.089796	-79.088035
Zenon Konopka	C	01/02/1981	Niagara-on-the-Lake	Ontario	Canada	2005	2013	287	11	16	27	994	8	43.254525	-79.077251
Nick Boynton	D	01/14/1979	Nobleton	Ontario	Canada	1999	2011	605	34	110	144	862	11	43.902495	-79.652719
Clarence Boucher	D	11/01/1896	North Bay	Ontario	Canada	1926	1928	46	2	2	4	133	2	46.308722	-79.46156
Stan Brown	D	05/09/1898	North Bay	Ontario	Canada	1926	1928	48	8	2	10	18	2	46.308722	-79.46156
Pete Palangio	L	09/10/1908	North Bay	Ontario	Canada	1926	1938	70	13	10	23	28	5	46.308722	-79.46156
Elmer "Buddy" Maracle	L	09/08/1905	North Bay	Ontario	Canada	1930	1931	11	1	3	4	4	1	46.308722	-79.46156
Bob Gracie	C	11/08/1910	North Bay	Ontario	Canada	1930	1939	378	82	109	191	204	9	46.308722	-79.46156
Regis "Pep" Kelly	R	01/17/1914	North Bay	Ontario	Canada	1934	1942	288	74	53	127	105	8	46.308722	-79.46156
Ab DeMarco	C	05/10/1916	North Bay	Ontario	Canada	1938	1947	210	72	93	165	53	7	46.308722	-79.46156
Tony Poeta	R	03/04/1933	North Bay	Ontario	Canada	1951	1952	1	0	0	0	0	1	46.308722	-79.46156
Hec Lalande	C	11/24/1934	North Bay	Ontario	Canada	1953	1958	151	21	39	60	122	4	46.308722	-79.46156
Larry Regan	W	08/09/1930	North Bay	Ontario	Canada	1956	1961	280	41	95	136	71	5	46.308722	-79.46156
Pierre Gagne	L	06/05/1940	North Bay	Ontario	Canada	1959	1960	2	0	0	0	0	1	46.308722	-79.46156
Larry Keenan	L	10/01/1940	North Bay	Ontario	Canada	1961	1972	234	38	64	102	28	6	46.308722	-79.46156
Gordon Kannegiesser	D	12/21/1945	North Bay	Ontario	Canada	1967	1972	23	0	1	1	15	2	46.308722	-79.46156
Sheldon Kannegiesser	D	08/15/1947	North Bay	Ontario	Canada	1970	1978	366	14	67	81	292	8	46.308722	-79.46156
Ken Richardson	F	09/12/1951	North Bay	Ontario	Canada	1974	1979	49	8	13	21	16	3	46.308722	-79.46156
Bryan Maxwell	D	09/07/1955	North Bay	Ontario	Canada	1977	1985	331	18	77	95	745	8	46.308722	-79.46156
Brent Tremblay	D	11/01/1957	North Bay	Ontario	Canada	1978	1980	10	1	0	1	6	2	46.308722	-79.46156
Graeme Nicolson	D	01/13/1958	North Bay	Ontario	Canada	1978	1983	52	2	7	9	60	3	46.308722	-79.46156
Bob Dupuis	G	08/26/1952	North Bay	Ontario	Canada	1979	1980	1	0	0	0	0	1	46.308722	-79.46156
Craig Rivet	D	09/13/1974	North Bay	Ontario	Canada	1994	2011	923	50	187	237	1171	16	46.308722	-79.46156
Ray Giroux	D	07/20/1976	North Bay	Ontario	Canada	1999	2004	38	0	13	13	22	4	46.308722	-79.46156
Howard "Holes" Lockhart	G	3/21/1895	North Bay	Ontario	Canada	1919	1920	6	0	0	0	0	1	46.309137	-79.461216
Reg Mackey	D	5/7/1900	North Gower	Ontario	Canada	1926	1927	34	0	0	0	16	1	45.13148	-75.716067
Morley Bruce	D	03/07/1894	North Gower	Ontario	Canada	1917	1922	72	8	1	9	27	4	45.131571	-75.715938
Gary Roberts	L	05/23/1966	North York	Ontario	Canada	1986	2009	1224	438	471	909	2560	21	43.760977	-79.410756
Jason Dawe	R	05/29/1973	North York	Ontario	Canada	1993	2002	366	86	90	176	162	8	43.760977	-79.410756
Jason Allison	C	05/29/1975	North York	Ontario	Canada	1993	2006	552	154	331	485	441	11	43.760977	-79.410756
Mike Fountain	G	01/26/1972	North York	Ontario	Canada	1996	2001	11	0	0	0	2	4	43.760977	-79.410756
Sean Avery	L	04/10/1980	North York	Ontario	Canada	2001	2012	580	90	157	247	1533	10	43.760977	-79.410756
Joel Ward	R	12/02/1980	North York	Ontario	Canada	2006	2013	353	54	83	137	121	6	43.760977	-79.410756
Matt Moulson	L	11/01/1983	North York	Ontario	Canada	2007	2013	322	118	106	224	56	6	43.760977	-79.410756
Phil Oreskovic	D	01/26/1987	North York	Ontario	Canada	2008	2009	10	1	1	2	21	1	43.760977	-79.410756
Anthony Peluso	R	04/18/1989	North York	Ontario	Canada	2012	2013	5	0	2	2	14	1	43.760977	-79.410756
Danny Cox	L	10/12/1903	Northeastern Manitoulin	Ontario	Canada	1926	1934	321	47	49	96	110	8	45.9608	-81.935031
Fred Doherty	R		Norwood	Ontario	Canada	1918	1919	3	0	0	0	0	1	44.38207	-77.980862
Vic Hadfield	L	10/04/1940	Oakville	Ontario	Canada	1961	1977	1002	323	389	712	1154	16	43.467542	-79.687181
Bob Kelly	L	11/25/1950	Oakville	Ontario	Canada	1970	1982	837	154	208	362	1454	12	43.467542	-79.687181
Bruce Dowie	G	12/09/1962	Oakville	Ontario	Canada	1983	1984	2	0	0	0	0	1	43.467542	-79.687181
Greg Smyth	D	04/23/1966	Oakville	Ontario	Canada	1986	1997	228	4	16	20	783	10	43.467542	-79.687181
Ron Hoover	L	10/28/1966	Oakville	Ontario	Canada	1989	1992	18	4	0	4	31	3	43.467542	-79.687181
Rob Zamuner	L	09/17/1969	Oakville	Ontario	Canada	1991	2004	798	139	172	311	467	13	43.467542	-79.687181
Eric Cairns	D	06/27/1974	Oakville	Ontario	Canada	1996	2007	457	10	32	42	1182	10	43.467542	-79.687181
Matt Foy	R	05/18/1983	Oakville	Ontario	Canada	2005	2008	56	6	7	13	48	3	43.467542	-79.687181
Steve Mason	G	05/29/1988	Oakville	Ontario	Canada	2008	2013	239	0	6	6	8	5	43.467542	-79.687181
John Mitchell	C	01/22/1985	Oakville	Ontario	Canada	2008	2013	269	35	56	91	102	5	43.467542	-79.687181
Kyle Wilson	C	12/15/1984	Oakville	Ontario	Canada	2009	2012	39	4	9	13	12	3	43.467542	-79.687181
John Tavares	C	09/20/1990	Oakville	Ontario	Canada	2009	2013	291	112	137	249	119	4	43.467542	-79.687181
Cody Goloubef	D	11/30/1989	Oakville	Ontario	Canada	2011	2013	12	1	0	1	0	2	43.467542	-79.687181
Scott Laughton	C	05/30/1994	Oakville	Ontario	Canada	2012	2013	5	0	0	0	0	1	43.467542	-79.687181
Bert Wilson	L	10/17/1949	Orangeville	Ontario	Canada	1973	1981	478	37	44	81	646	8	43.920109	-80.094359
Rick Ley	D	11/02/1948	Orillia	Ontario	Canada	1968	1981	310	12	72	84	528	6	44.608081	-79.419076
Geoff Sarjeant	G	11/30/1969	Orillia	Ontario	Canada	1994	1996	8	0	1	1	4	2	44.608081	-79.419076
Richard Scott	L	08/01/1978	Orillia	Ontario	Canada	2001	2004	10	0	0	0	28	2	44.608081	-79.419076
Erik Gudbranson	D	01/07/1992	Orleans	Ontario	Canada	2011	2013	104	2	10	12	125	2	45.466253	-75.54245
Shawn Lalonde	D	03/10/1990	Orleans	Ontario	Canada	2012	2013	1	0	0	0	0	1	45.466253	-75.54245
Jason Akeson	R	06/03/1990	Orleans	Ontario	Canada	2012	2013	1	1	0	1	0	1	45.466253	-75.54245
Todd Flichel	D	09/14/1964	Osgoode	Ontario	Canada	1987	1990	6	0	1	1	4	3	45.149133	-75.600849
Ross Lowe		9/21/1928	Oshawa	Ontario	Canada	1949	1952	77	6	8	14	82	3	43.896842	-78.865648
Les Colvin	G	02/08/1921	Oshawa	Ontario	Canada	1948	1949	1	0	0	0	0	1	43.896099	-78.864618
Arnie Brown	D	01/28/1942	Oshawa	Ontario	Canada	1961	1974	681	44	141	185	738	12	43.896099	-78.864618
Hank Nowak	L	11/24/1950	Oshawa	Ontario	Canada	1973	1977	180	26	29	55	161	4	43.896099	-78.864618
Frank Bathe	D	09/27/1954	Oshawa	Ontario	Canada	1974	1984	224	3	28	31	542	9	43.896099	-78.864618
Larry Hopkins	L	03/17/1954	Oshawa	Ontario	Canada	1977	1983	60	13	16	29	26	4	43.896099	-78.864618
Dave Gorman	R	04/08/1955	Oshawa	Ontario	Canada	1979	1980	3	0	0	0	0	1	43.896099	-78.864618
Charlie Huddy	D	06/02/1959	Oshawa	Ontario	Canada	1980	1997	1017	99	354	453	785	17	43.896099	-78.864618
Kevin McClelland	R	07/04/1962	Oshawa	Ontario	Canada	1981	1994	588	68	112	180	1672	12	43.896099	-78.864618
Jim Jackson	R	02/01/1960	Oshawa	Ontario	Canada	1982	1988	112	17	30	47	20	4	43.896099	-78.864618
John MacLean	R	11/20/1964	Oshawa	Ontario	Canada	1983	2002	1194	413	429	842	1331	18	43.896099	-78.864618
Dale DeGray	D	09/03/1963	Oshawa	Ontario	Canada	1985	1990	153	18	47	65	195	5	43.896099	-78.864618
Joe Nieuwendyk	C	09/10/1966	Oshawa	Ontario	Canada	1986	2007	1257	564	562	1126	677	20	43.896099	-78.864618
Craig Fisher	L	06/30/1970	Oshawa	Ontario	Canada	1989	1997	12	0	0	0	2	4	43.896099	-78.864618
Jeff Madill	R	06/21/1965	Oshawa	Ontario	Canada	1990	1991	14	4	0	4	46	1	43.896099	-78.864618
Jeff Daniels	L	06/24/1968	Oshawa	Ontario	Canada	1990	2003	425	17	26	43	83	12	43.896099	-78.864618
Sean Williams	C	01/28/1968	Oshawa	Ontario	Canada	1991	1992	2	0	0	0	4	1	43.896099	-78.864618
Shawn McCosh	C	06/05/1969	Oshawa	Ontario	Canada	1991	1995	9	1	0	1	6	2	43.896099	-78.864618
Rob Pearson	R	03/08/1971	Oshawa	Ontario	Canada	1991	1997	269	56	54	110	645	6	43.896099	-78.864618
Brent Grieve	L	05/09/1969	Oshawa	Ontario	Canada	1993	1997	97	20	16	36	87	4	43.896099	-78.864618
Sean Brown	D	11/05/1976	Oshawa	Ontario	Canada	1996	2006	436	14	43	57	907	9	43.896099	-78.864618
Dave Duerden	L	04/11/1977	Oshawa	Ontario	Canada	1999	2000	2	0	0	0	0	1	43.896099	-78.864618
Scott Barney	R	03/27/1979	Oshawa	Ontario	Canada	2002	2006	27	5	6	11	4	3	43.896099	-78.864618
Shawn Thornton	R	07/23/1977	Oshawa	Ontario	Canada	2002	2013	495	33	47	80	832	10	43.896099	-78.864618
Jay Harrison	D	11/03/1982	Oshawa	Ontario	Canada	2005	2013	249	16	35	51	251	7	43.896099	-78.864618
Adam Berti	L	07/01/1986	Oshawa	Ontario	Canada	2007	2008	2	0	0	0	0	1	43.896099	-78.864618
Ryan Hamilton	L	04/15/1985	Oshawa	Ontario	Canada	2011	2013	12	0	3	3	2	2	43.896099	-78.864618
Stan Jonathan	L	05/09/1955	Oshweken	Ontario	Canada	1975	1983	411	91	110	201	751	8	43.07073	-80.118694
Sammy Hebert	G	03/31/1894	Ottawa	Ontario	Canada	1917	1918	2	0	0	0	0	1	45.420543	-75.691767
Eddie Gerard	L	02/22/1890	Ottawa	Ontario	Canada	1917	1923	128	50	30	80	106	6	45.420543	-75.691767
Jack Darragh	R	12/04/1890	Ottawa	Ontario	Canada	1917	1924	120	68	21	89	87	6	45.420543	-75.691767
Clint Benedict	G	09/26/1892	Ottawa	Ontario	Canada	1917	1930	362	0	0	0	9	13	45.420543	-75.691767
George "Buck" Boucher	D	08/19/1896	Ottawa	Ontario	Canada	1917	1932	457	122	62	184	739	15	45.420543	-75.691767
Harry "Punch" Broadbent	R	07/13/1892	Ottawa	Ontario	Canada	1918	1929	302	122	45	167	553	11	45.420543	-75.691767
Leth Graham	L		Ottawa	Ontario	Canada	1920	1926	26	3	0	3	0	6	45.420543	-75.691767
Bill Boucher	R	11/10/1899	Ottawa	Ontario	Canada	1921	1928	214	93	35	128	391	7	45.420543	-75.691767
Francis "King" Clancy	D	02/25/1903	Ottawa	Ontario	Canada	1921	1937	591	137	143	280	904	16	45.420543	-75.691767
Frank Boucher	C	10/07/1902	Ottawa	Ontario	Canada	1921	1944	548	161	262	423	118	14	45.420543	-75.691767
Harry Helman	R	08/28/1894	Ottawa	Ontario	Canada	1922	1925	42	1	0	1	7	3	45.420543	-75.691767
Aurel Joliat	L	08/29/1901	Ottawa	Ontario	Canada	1922	1938	654	270	190	460	757	16	45.420543	-75.691767
Robert Boucher	C	02/14/1904	Ottawa	Ontario	Canada	1923	1924	12	0	0	0	0	1	45.420543	-75.691767
Bobby Joliat	R	04/25/1898	Ottawa	Ontario	Canada	1924	1925	1	0	0	0	0	1	45.420543	-75.691767
Alec Connell	G	02/08/1902	Ottawa	Ontario	Canada	1924	1937	417	0	0	0	4	12	45.420543	-75.691767
Jack Duggan	L	12/17/1898	Ottawa	Ontario	Canada	1925	1926	27	0	0	0	2	1	45.420543	-75.691767
Harold Darragh	R	09/13/1902	Ottawa	Ontario	Canada	1925	1933	308	68	49	117	50	8	45.420543	-75.691767
Milt Halliday	L	09/21/1906	Ottawa	Ontario	Canada	1926	1929	63	1	0	1	4	3	45.420543	-75.691767
Art Gagne	R	10/11/1897	Ottawa	Ontario	Canada	1926	1932	228	67	33	100	257	6	45.420543	-75.691767
Jean "Blackie" Chouinard	D	01/05/1907	Ottawa	Ontario	Canada	1927	1928	2	0	0	0	0	1	45.420543	-75.691767
Harry Connor	L	12/03/1904	Ottawa	Ontario	Canada	1927	1931	135	16	5	21	149	4	45.420543	-75.691767
Leonard Grosvenor	C	07/21/1905	Ottawa	Ontario	Canada	1927	1933	144	9	11	20	78	6	45.420543	-75.691767
Gerry Lowrey	C	02/14/1906	Ottawa	Ontario	Canada	1927	1933	210	48	48	96	168	6	45.420543	-75.691767
Bill Touhey	L	03/23/1906	Ottawa	Ontario	Canada	1927	1934	273	65	40	105	95	7	45.420543	-75.691767
Allan Shields	D	05/10/1907	Ottawa	Ontario	Canada	1927	1938	457	42	46	88	637	11	45.420543	-75.691767
Rennison "Dinny" Manners			Ottawa	Ontario	Canada	1929	1931	37	3	2	5	14	2	45.420543	-75.691767
Harvey Rockburn	D	08/20/1908	Ottawa	Ontario	Canada	1929	1933	94	4	2	6	254	3	45.420543	-75.691767
Stan McCabe	L	06/16/1908	Ottawa	Ontario	Canada	1929	1934	78	9	4	13	49	4	45.420543	-75.691767
Wally Kilrea	L	02/18/1909	Ottawa	Ontario	Canada	1929	1938	316	35	58	93	87	9	45.420543	-75.691767
Bill Beveridge	G	07/01/1909	Ottawa	Ontario	Canada	1929	1943	332	0	0	0	0	9	45.420543	-75.691767
Ebbie Goodfellow	D	04/09/1907	Ottawa	Ontario	Canada	1929	1943	554	134	190	324	511	14	45.420543	-75.691767
Syd Howe	L	09/18/1911	Ottawa	Ontario	Canada	1929	1946	697	237	291	528	212	17	45.420543	-75.691767
Roland Huard	C	09/06/1902	Ottawa	Ontario	Canada	1930	1931	1	1	0	1	0	1	45.420543	-75.691767
Ray Kinsella	L	01/27/1911	Ottawa	Ontario	Canada	1930	1931	13	0	0	0	0	1	45.420543	-75.691767
John Newman	C		Ottawa	Ontario	Canada	1930	1931	8	1	1	2	0	1	45.420543	-75.691767
Stewart Evans	D	06/19/1908	Ottawa	Ontario	Canada	1930	1939	367	28	49	77	425	8	45.420543	-75.691767
Clarence "Teddy" Saunders	R		Ottawa	Ontario	Canada	1933	1934	19	1	3	4	4	1	45.420543	-75.691767
Jack McGill		11/03/1910	Ottawa	Ontario	Canada	1934	1937	134	27	10	37	71	3	45.420543	-75.691767
Eddie Ouellette	L		Ottawa	Ontario	Canada	1935	1936	43	3	2	5	11	1	45.420543	-75.691767
Rod Lorrain	R		Ottawa	Ontario	Canada	1935	1942	179	28	39	67	30	6	45.420543	-75.691767
Lloyd Jackson	C	01/07/1912	Ottawa	Ontario	Canada	1936	1937	14	1	1	2	0	1	45.420543	-75.691767
Des Smith	D	02/22/1914	Ottawa	Ontario	Canada	1937	1942	195	22	25	47	236	5	45.420543	-75.691767
Ken Kilrea	L	01/16/1919	Ottawa	Ontario	Canada	1938	1944	88	16	23	39	8	5	45.420543	-75.691767
James "Kilby" Macdonald	L	09/06/1914	Ottawa	Ontario	Canada	1939	1945	151	36	34	70	47	4	45.420543	-75.691767
Gordon Bruce	L	05/09/1919	Ottawa	Ontario	Canada	1940	1946	28	4	9	13	13	3	45.420543	-75.691767
John Quilty	C	01/21/1921	Ottawa	Ontario	Canada	1940	1948	125	36	34	70	81	4	45.420543	-75.691767
Connie Tudin	L		Ottawa	Ontario	Canada	1941	1942	4	0	1	1	4	1	45.420543	-75.691767
Leo Carbol	D	06/05/1912	Ottawa	Ontario	Canada	1942	1943	6	0	1	1	4	1	45.420543	-75.691767
Alex Smart	L		Ottawa	Ontario	Canada	1942	1943	8	5	2	7	0	1	45.420543	-75.691767
Frank Dunlap	R	08/10/1924	Ottawa	Ontario	Canada	1943	1944	5	0	1	1	2	1	45.420543	-75.691767
Bob Walton	R	08/05/1917	Ottawa	Ontario	Canada	1943	1944	4	0	0	0	0	1	45.420543	-75.691767
Tony Licari	R	04/09/1921	Ottawa	Ontario	Canada	1946	1947	9	0	1	1	0	1	45.420543	-75.691767
Howard Riopelle	L	01/30/1922	Ottawa	Ontario	Canada	1947	1950	169	27	16	43	73	3	45.420543	-75.691767
Gil Mayer	G	08/24/1930	Ottawa	Ontario	Canada	1949	1956	9	0	0	0	0	4	45.420543	-75.691767
Phil Maloney	C	10/06/1927	Ottawa	Ontario	Canada	1949	1960	158	28	43	71	16	5	45.420543	-75.691767
Brian Cullen	C	11/11/1933	Ottawa	Ontario	Canada	1954	1961	326	56	100	156	92	7	45.420543	-75.691767
Barry Cullen	R	06/16/1935	Ottawa	Ontario	Canada	1955	1960	219	32	52	84	111	5	45.420543	-75.691767
Brian Kilrea	C	10/21/1934	Ottawa	Ontario	Canada	1957	1968	26	3	5	8	12	2	45.420543	-75.691767
Jim McKenny	D	12/01/1946	Ottawa	Ontario	Canada	1965	1979	604	82	247	329	294	14	45.420543	-75.691767
Gary Smith	G	02/04/1944	Ottawa	Ontario	Canada	1965	1980	532	0	7	7	193	14	45.420543	-75.691767
Brian Smith	L	09/06/1940	Ottawa	Ontario	Canada	1967	1969	67	10	10	20	33	2	45.420543	-75.691767
Bill Inglis	C	05/11/1943	Ottawa	Ontario	Canada	1967	1971	36	1	3	4	4	3	45.420543	-75.691767
Terry Clancy	R	04/02/1943	Ottawa	Ontario	Canada	1967	1973	93	6	6	12	39	4	45.420543	-75.691767
Bill Collins	C	07/13/1943	Ottawa	Ontario	Canada	1967	1978	768	157	154	311	415	11	45.420543	-75.691767
Mike Corrigan	L	01/11/1946	Ottawa	Ontario	Canada	1967	1978	594	152	195	347	698	10	45.420543	-75.691767
Rod Zaine	C	05/18/1946	Ottawa	Ontario	Canada	1970	1972	61	10	6	16	25	2	45.420543	-75.691767
Jean Potvin	D	03/25/1949	Ottawa	Ontario	Canada	1970	1981	613	63	224	287	478	11	45.420543	-75.691767
Fred Barrett	D	01/26/1950	Ottawa	Ontario	Canada	1970	1984	745	25	123	148	671	13	45.420543	-75.691767
Pete Laframboise	L	01/18/1950	Ottawa	Ontario	Canada	1971	1975	227	33	55	88	70	4	45.420543	-75.691767
Bryan McSheffrey	F	09/25/1952	Ottawa	Ontario	Canada	1972	1975	90	13	7	20	44	3	45.420543	-75.691767
Wayne Thomas	G	09/09/1947	Ottawa	Ontario	Canada	1972	1981	243	0	6	6	41	8	45.420543	-75.691767
